valor,data
97.29354,2020-09-22
95.73482,2020-09-23
97.01207,2020-09-24
96.99938,2020-09-25
,2020-09-26
,2020-09-27
94.66637,2020-09-28
93.58035,2020-09-29
94.60338,2020-09-30
95.47852,2020-10-01
94.01568,2020-10-02
,2020-10-03
,2020-10-04
96.08919,2020-10-05
95.61503,2020-10-06
95.52626,2020-10-07
97.91973,2020-10-08
97.48331,2020-10-09
,2020-10-10
,2020-10-11
,2020-10-12
98.50282,2020-10-13
99.33443,2020-10-14
99.05406,2020-10-15
98.30912,2020-10-16
,2020-10-17
,2020-10-18
98.65765,2020-10-19
100.53983,2020-10-20
100.55244,2020-10-21
101.91773,2020-10-22
101.25975,2020-10-23
,2020-10-24
,2020-10-25
101.01696,2020-10-26
99.60554,2020-10-27
95.36876,2020-10-28
96.58216,2020-10-29
93.9524,2020-10-30
,2020-10-31
,2020-11-01
,2020-11-02
95.97971,2020-11-03
97.86681,2020-11-04
100.7514,2020-11-05
100.92511,2020-11-06
,2020-11-07
,2020-11-08
103.51516,2020-11-09
105.06696,2020-11-10
104.80883,2020-11-11
102.50701,2020-11-12
104.723,2020-11-13
,2020-11-14
,2020-11-15
106.42992,2020-11-16
107.24863,2020-11-17
106.11909,2020-11-18
106.6699,2020-11-19
106.04248,2020-11-20
,2020-11-21
,2020-11-22
107.37892,2020-11-23
109.7863,2020-11-24
110.13253,2020-11-25
110.22709,2020-11-26
110.57547,2020-11-27
,2020-11-28
,2020-11-29
108.89332,2020-11-30
111.39991,2020-12-01
111.87853,2020-12-02
112.29159,2020-12-03
113.75022,2020-12-04
,2020-12-05
,2020-12-06
113.58977,2020-12-07
113.79306,2020-12-08
113.00116,2020-12-09
115.12863,2020-12-10
115.128,2020-12-11
,2020-12-12
,2020-12-13
114.61112,2020-12-14
116.14863,2020-12-15
117.85735,2020-12-16
118.40057,2020-12-17
118.02367,2020-12-18
,2020-12-19
,2020-12-20
115.82257,2020-12-21
116.63618,2020-12-22
117.80685,2020-12-23
,2020-12-24
,2020-12-25
,2020-12-26
,2020-12-27
119.1237,2020-12-28
119.40915,2020-12-29
119.01724,2020-12-30
,2020-12-31
,2021-01-01
,2021-01-02
,2021-01-03
118.85471,2021-01-04
119.37621,2021-01-05
119.10008,2021-01-06
122.38592,2021-01-07
125.07663,2021-01-08
,2021-01-09
,2021-01-10
123.25513,2021-01-11
123.998,2021-01-12
121.93308,2021-01-13
123.48052,2021-01-14
120.3488,2021-01-15
,2021-01-16
,2021-01-17
121.24163,2021-01-18
120.63639,2021-01-19
119.6464,2021-01-20
118.32899,2021-01-21
117.38049,2021-01-22
,2021-01-23
,2021-01-24
,2021-01-25
116.46406,2021-01-26
115.8823,2021-01-27
118.88325,2021-01-28
115.06755,2021-01-29
,2021-01-30
,2021-01-31
117.51757,2021-02-01
118.23381,2021-02-02
119.72472,2021-02-03
119.26082,2021-02-04
120.24026,2021-02-05
,2021-02-06
,2021-02-07
119.69636,2021-02-08
119.47162,2021-02-09
118.43533,2021-02-10
119.29983,2021-02-11
119.42872,2021-02-12
,2021-02-13
,2021-02-14
,2021-02-15
,2021-02-16
120.35579,2021-02-17
119.19897,2021-02-18
118.43053,2021-02-19
,2021-02-20
,2021-02-21
112.6677,2021-02-22
115.22746,2021-02-23
115.66778,2021-02-24
112.25636,2021-02-25
110.03517,2021-02-26
,2021-02-27
,2021-02-28
110.33483,2021-03-01
111.5398,2021-03-02
111.18395,2021-03-03
112.69017,2021-03-04
115.20223,2021-03-05
,2021-03-06
,2021-03-07
110.61158,2021-03-08
111.33062,2021-03-09
112.77649,2021-03-10
114.98376,2021-03-11
114.1604,2021-03-12
,2021-03-13
,2021-03-14
